COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION
King and Queen,37.7157058,-76.9352286,423,Virginia,VA
Kingfisher,35.8547396,-98.2017015,1160,Oklahoma,OK
Kingman,37.4671968,-98.4193491,482,Kansas,KS
Kings,35.8898109,-120.0685896,11240,California,CA
Kings,40.6219817,-74.0303236,170684,New York,NY
Kingsbury,44.3584207,-97.8420358,365,South Dakota,SD
Kinney,29.3956208,-100.4399849,230,Texas,TX
Kiowa,38.387663,-102.7568494,93,Colorado,CO
Kiowa,37.5612752,-99.4858167,254,Kansas,KS
Kiowa,34.9823501,-99.2636805,639,Oklahoma,OK
Kit Carson,39.2647971,-102.8836403,520,Colorado,CO
Kitsap,47.5786075,-122.9028855,17237,Washington,WA
Kittitas,47.18393,-120.9653938,3865,Washington,WA
Kittson,48.7831245,-97.0079138,259,Minnesota,MN
Klamath,42.1403361,-122.0499286,4514,Oregon,OR
Kleberg,27.3066143,-97.7804273,3053,Texas,TX
Klickitat,45.7768839,-121.6655019,1238,Washington,WA
Knott,37.2176266,-83.014446,1033,Kentucky,KY
Knox,40.7364556,-90.3804016,3570,Illinois,IL
Knox,38.4947699,-87.6108872,3499,Indiana,IN
Knox,36.8641705,-84.0347392,1961,Kentucky,KY
Knox,43.9786053,-69.3325792,2127,Maine,ME
Knox,40.1358322,-92.2977136,282,Missouri,MO
Knox,42.6184735,-98.1592335,545,Nebraska,NE
Knox,40.3030002,-82.6796646,5034,Ohio,OH
Knox,35.9173283,-84.1987558,28018,Tennessee,TN
Knox,33.4318371,-99.8536665,230,Texas,TX
Koochiching,47.8605566,-94.1957479,886,Minnesota,MN
Kootenai,47.45747,-116.9305605,10027,Idaho,ID
Kosciusko,41.1631488,-86.0265105,5326,Indiana,IN
Kossuth,43.0818492,-94.4170458,964,Iowa,IA
La Crosse,43.8567619,-91.2419347,9468,Wisconsin,WI
La Paz,33.2526245,-114.6203536,1037,Arizona,AZ
La Plata,37.1563784,-108.1870786,3768,Colorado,CO
La Salle,41.3279278,-89.143248,7276,Illinois,IL
La Salle,31.8488591,-92.3679771,978,Louisiana,LA
La Salle,28.0416838,-99.3991932,503,Texas,TX
LaGrange,41.57559,-85.5471985,2960,Indiana,IN
LaMoure,46.2698124,-98.9547274,252,North Dakota,ND
LaPorte,41.3103216,-86.8618937,7290,Indiana,IN
Labette,37.3443696,-95.4283556,1574,Kansas,KS
Lac qui Parle,44.9692575,-96.4021512,381,Minnesota,MN
Lackawanna,41.3933162,-75.8231305,14433,Pennsylvania,PA
Laclede,37.4979073,-92.8099302,2412,Missouri,MO
Lafayette,33.0925397,-93.7232193,573,Arkansas,AR
Lafayette,30.0397648,-83.2058024,446,Florida,FL
Lafayette,30.100525,-92.0757592,16692,Louisiana,LA
Lafayette,34.2934426,-89.6358057,5042,Mississippi,MS
Lafayette,38.9597561,-94.0679261,2477,Missouri,MO
Lafayette,42.5595137,-90.3536412,1128,Wisconsin,WI
Lafourche,29.242273,-90.2194981,6826,Louisiana,LA
Lake,39.1847285,-122.9695744,4177,California,CA
Lake,39.1120706,-106.4744146,483,Colorado,CO
Lake,28.5564989,-81.8997388,17612,Florida,FL
Lake,42.1464938,-88.1646506,58479,Illinois,IL
Lake,41.1846642,-87.4757636,36678,Indiana,IN
Lake,43.9331921,-86.0292696,543,Michigan,MI
Lake,46.9706614,-91.7808706,606,Minnesota,MN
Lake,47.8481288,-114.4051997,1887,Montana,MT
Lake,41.5999094,-81.4686989,14640,Ohio,OH
Lake,41.9299921,-120.2941948,477,Oregon,OR
Lake,43.9715252,-97.3597269,917,South Dakota,SD
Lake,36.2070859,-89.5192079,435,Tennessee,TN
Lake of the Woods,48.7840485,-94.9116971,238,Minnesota,MN
Lamar,33.5753818,-88.1438513,929,Alabama,AL
Lamar,33.1434143,-84.1862196,1871,Georgia,GA
Lamar,31.0118682,-89.4588071,2298,Mississippi,MS
Lamar,33.529909,-95.7380727,3621,Texas,TX
Lamb,33.952621,-102.9662131,1100,Texas,TX
Lamoille,44.6497281,-72.8969575,1858,Vermont,VT
Lampasas,31.2721225,-98.3653382,1519,Texas,TX
Lancaster,40.5606555,-96.8214792,21105,Nebraska,NE
Lancaster,39.8089295,-76.2530137,38023,Pennsylvania,PA
Lancaster,34.5542826,-80.7496841,4285,South Carolina,SC
Lancaster,37.6710456,-76.4557003,599,Virginia,VA
Lander,39.4305418,-117.1627711,460,Nevada,NV
Lane,38.4705008,-100.4416243,109,Kansas,KS
Lane,43.8895879,-124.0249065,25526,Oregon,OR
Langlade,45.1221999,-89.170828,1260,Wisconsin,WI
Lanier,30.9638847,-82.9954721,529,Georgia,GA
Lapeer,42.9510943,-83.4122594,6588,Michigan,MI
Laramie,41.0534234,-105.178649,5956,Wyoming,WY
Larimer,40.3847437,-105.5863764,22581,Colorado,CO
Larue,37.4028315,-85.7195362,930,Kentucky,KY
Las Animas,37.149009,-104.9647561,1068,Colorado,CO
Lassen,40.2707312,-121.0394614,2110,California,CA
Latah,46.730066,-117.0148063,4018,Idaho,ID
Latimer,34.9061479,-95.3416538,786,Oklahoma,OK
Lauderdale,34.955707,-88.0265548,6734,Alabama,AL
Lauderdale,32.334866,-88.796844,6257,Mississippi,MS
Lauderdale,35.6592888,-89.7046176,1975,Tennessee,TN
Laurel,37.0099476,-84.1223487,3336,Kentucky,KY
Laurens,32.2816081,-83.0197889,3499,Georgia,GA
Laurens,34.3402478,-82.0901276,4075,South Carolina,SC
Lavaca,29.2023237,-97.0763055,1471,Texas,TX
Lawrence,34.469857,-87.4957018,1859,Alabama,AL
Lawrence,35.8991424,-91.2910453,1424,Arkansas,AR
Lawrence,38.7284107,-87.8526312,989,Illinois,IL
Lawrence,38.7147426,-86.6769676,3089,Indiana,IN
Lawrence,38.0104082,-82.9750823,1080,Kentucky,KY
Lawrence,31.6428101,-90.2091761,1195,Mississippi,MS
Lawrence,36.9586253,-94.0403198,2466,Missouri,MO
Lawrence,38.5611865,-82.6802649,4151,Ohio,OH
Lawrence,40.8852586,-80.4791624,6620,Pennsylvania,PA
Lawrence,44.2554342,-103.8875686,1829,South Dakota,SD
Lawrence,35.0705953,-87.6451153,3328,Tennessee,TN
Le Flore,34.7172688,-94.9787381,3601,Oklahoma,OK
Le Sueur,44.2661048,-93.9454287,2222,Minnesota,MN
Lea,32.1552376,-103.3780408,4894,New Mexico,NM
Leake,32.5862502,-89.6631563,2431,Mississippi,MS
Leavenworth,39.0157663,-95.0482662,4543,Kansas,KS
Lebanon,40.277992,-76.5828405,8887,Pennsylvania,PA
Lee,32.5829368,-85.585938,11608,Alabama,AL
Lee,34.810402,-91.0233713,668,Arkansas,AR
Lee,26.4639198,-82.0930306,30252,Florida,FL
Lee,31.8991789,-84.2433175,1923,Georgia,GA
Lee,41.6876256,-89.562791,2437,Illinois,IL
Lee,40.5253456,-91.5650235,2346,Iowa,IA
Lee,37.5832201,-83.7107106,441,Kentucky,KY
Lee,34.1235494,-88.7626441,6426,Mississippi,MS
Lee,35.5144078,-79.195453,5118,North Carolina,NC
Lee,34.2230911,-80.27265,1158,South Carolina,SC
Lee,30.1676237,-96.923038,1294,Texas,TX
Lee,36.6253582,-83.5145843,1407,Virginia,VA
Leelanau,44.8182519,-86.0093038,1050,Michigan,MI
Leflore,33.3640045,-90.3785491,2594,Mississippi,MS
Lehigh,40.4779743,-75.646129,23611,Pennsylvania,PA
Lemhi,44.9798142,-113.8962768,447,Idaho,ID
Lenawee,41.837616,-84.3382611,7834,Michigan,MI
Lenoir,35.0278953,-77.7364173,4639,North Carolina,NC
Leon,30.3854356,-84.5121811,27231,Florida,FL
Leon,31.2358825,-96.2292795,1236,Texas,TX
Leslie,36.9000502,-83.4400352,664,Kentucky,KY
Letcher,36.9871138,-83.107019,1642,Kentucky,KY
Levy,29.2006157,-83.0044943,2320,Florida,FL
Lewis,46.1275429,-116.6894308,382,Idaho,ID
Lewis,38.5476388,-83.5628884,942,Kentucky,KY
Lewis,40.097022,-91.9034003,801,Missouri,MO
Lewis,43.4607737,-75.5524629,1798,New York,NY
Lewis,35.5281708,-87.5629428,693,Tennessee,TN
Lewis,46.5463376,-123.3140839,5629,Washington,WA
Lewis,38.7843724,-80.4538714,1085,West Virginia,WV
Lewis and Clark,46.5305092,-112.1997264,4146,Montana,MT
Lexington,33.8691012,-81.5510777,18379,South Carolina,SC
Lexington (city),37.778993,-79.5265781,1792,Virginia,VA
Liberty,30.26544,-84.9796655,493,Florida,FL
Liberty,31.7506288,-81.6023504,5188,Georgia,GA
Liberty,48.5551188,-111.0055882,144,Montana,MT
Liberty,30.392374,-95.1911808,6475,Texas,TX
Licking,39.9613786,-82.6039555,11074,Ohio,OH
Limestone,34.7738334,-87.0841448,4461,Alabama,AL
Limestone,31.2995878,-96.6089519,1599,Texas,TX
Lincoln,33.9244894,-91.837089,818,Arkansas,AR
Lincoln,38.6634637,-103.4191862,316,Colorado,CO
Lincoln,33.7783876,-82.430194,531,Georgia,GA
Lincoln,43.0700846,-114.4123255,418,Idaho,ID
Lincoln,39.0058492,-98.3822986,181,Kansas,KS
Lincoln,37.4355847,-84.8701304,1793,Kentucky,KY
Lincoln,32.4898562,-92.6438738,5174,Louisiana,LA
Lincoln,43.8966559,-69.6741696,1889,Maine,ME
Lincoln,44.4949144,-96.3946462,280,Minnesota,MN
Lincoln,31.4366371,-90.4568498,2371,Mississippi,MS
Lincoln,38.9864022,-91.2533046,3759,Missouri,MO
Lincoln,48.2259165,-115.3918137,1178,Montana,MT
Lincoln,40.8219422,-101.1608664,2388,Nebraska,NE
Lincoln,37.2769254,-115.3941214,497,Nevada,NV
Lincoln,33.4741456,-105.8453006,1127,New Mexico,NM
Lincoln,35.5523598,-81.4250715,5120,North Carolina,NC
Lincoln,35.519045,-96.8985544,2272,Oklahoma,OK
Lincoln,44.2846114,-124.0226756,2380,Oregon,OR
Lincoln,43.3378382,-96.8748545,1333,South Dakota,SD
Lincoln,35.12136,-86.8121082,2164,Tennessee,TN
Lincoln,47.3268396,-118.7658705,595,Washington,WA
Lincoln,38.2047203,-82.1870195,1422,West Virginia,WV
Lincoln,45.2177291,-89.7936429,2225,Wisconsin,WI
Lincoln,41.7695437,-110.5334711,1223,Wyoming,WY
Linn,41.9022903,-91.7887022,15524,Iowa,IA
Linn,38.0882168,-94.9791697,587,Kansas,KS
Linn,39.7847325,-93.2983164,925,Missouri,MO
Linn,44.2607271,-123.0546477,8342,Oregon,OR
Lipscomb,36.3802327,-100.5074418,221,Texas,TX
Litchfield,41.6505577,-73.479353,12211,Connecticut,CT
Little River,33.7149944,-94.39765,884,Arkansas,AR
Live Oak,28.2574752,-98.1430508,605,Texas,TX
Livingston,40.8842632,-88.8616342,2487,Illinois,IL
Livingston,37.0583371,-88.4657068,576,Kentucky,KY
Livingston,30.2994338,-90.8130857,9118,Louisiana,LA
Livingston,42.4619251,-83.9473817,10833,Michigan,MI
Livingston,39.6769096,-93.6927894,930,Missouri,MO
Livingston,42.5320904,-78.0015645,5793,New York,NY
Llano,30.8589575,-98.8613135,768,Texas,TX
Logan,35.0800535,-93.9398671,1729,Arkansas,AR
Logan,40.5672219,-103.4769429,1697,Colorado,CO
Logan,40.0861109,-89.5438745,2106,Illinois,IL
Logan,38.9263824,-101.2099848,202,Kansas,KS
Logan,36.6828895,-86.8444227,1874,Kentucky,KY
Logan,41.5696392,-100.5416415,51,Nebraska,NE
Logan,46.48715,-99.6828913,87,North Dakota,ND
Logan,40.3091586,-83.9787116,3485,Ohio,OH
Logan,35.977961,-97.6315031,2750,Oklahoma,OK
Logan,37.7047417,-82.0220963,2170,West Virginia,WV
Long,31.7235695,-81.7142872,748,Georgia,GA
Lonoke,34.5935284,-92.0087125,4769,Arkansas,AR
Lorain,41.2665288,-82.305788,20885,Ohio,OH
Los Alamos,35.8407129,-106.2880898,1126,New Mexico,NM
Los Angeles,33.3992475,-118.4356008,753300,California,CA
Loudon,35.6792505,-84.4818172,3258,Tennessee,TN
Loudoun,39.0864737,-77.8872301,19249,Virginia,VA
Louisa,41.1012374,-91.280466,799,Iowa,IA
Louisa,38.0041674,-78.0400574,1859,Virginia,VA
Loup,41.8976648,-99.5097764,28,Nebraska,NE
Love,33.9044705,-97.4305742,543,Oklahoma,OK
Lowndes,32.173924,-86.6841719,672,Alabama,AL
Lowndes,30.7587208,-83.319023,10384,Georgia,GA
Lowndes,33.3367587,-88.61892,4134,Mississippi,MS
Lubbock,33.4552867,-102.0140548,23522,Texas,TX
Lucas,40.9480726,-93.4662544,628,Iowa,IA
Lucas,41.4921602,-83.8763158,32965,Ohio,OH
Luce,46.3682929,-85.7509021,351,Michigan,MI
Lumpkin,34.5635603,-84.020072,2390,Georgia,GA
Luna,31.8448787,-107.6947225,1937,New Mexico,NM
Lunenburg,36.9287032,-78.2985879,556,Virginia,VA
Luzerne,40.9572148,-76.1951848,21901,Pennsylvania,PA
Lycoming,41.2494446,-77.2696464,8708,Pennsylvania,PA
Lyman,43.9209194,-100.2961142,295,South Dakota,SD
Lynchburg (city),37.4540155,-79.2497358,9865,Virginia,VA
Lynn,32.9270096,-101.7644137,430,Texas,TX
Lyon,43.3093607,-96.4584188,781,Iowa,IA
Lyon,38.223501,-96.293197,2765,Kansas,KS
Lyon,37.0752223,-88.1740493,362,Kentucky,KY
Lyon,44.338334,-96.0065101,2126,Minnesota,MN
Lyon,39.2610335,-119.6346422,3525,Nevada,NV
Mackinac,46.0318642,-85.7374038,597,Michigan,MI
Macomb,42.4660796,-82.946341,56704,Michigan,MI
Macon,32.3783893,-85.9236998,2270,Alabama,AL
Macon,32.3335185,-84.2042381,556,Georgia,GA
Macon,39.7219843,-89.1508111,7755,Illinois,IL
Macon,39.7494089,-92.7511515,1028,Missouri,MO
Macon,35.0285723,-83.4666149,1909,North Carolina,NC
Macon,36.5353544,-86.0110481,1281,Tennessee,TN
Macoupin,39.0433763,-89.951132,2944,Illinois,IL
Madera,36.9180792,-120.1859331,11262,California,CA
Madison,34.5634615,-86.5193987,25610,Alabama,AL
Madison,36.1558997,-93.8868454,1046,Arkansas,AR
Madison,30.3848471,-83.2561276,1397,Florida,FL
Madison,34.0288753,-83.2132972,2109,Georgia,GA
Madison,43.8146898,-111.8225462,4888,Idaho,ID
Madison,38.9628754,-90.242457,18617,Illinois,IL
Madison,39.9555014,-85.8017415,9102,Indiana,IN
Madison,41.2110183,-94.1993534,1020,Iowa,IA
Madison,37.5734714,-84.2908584,7235,Kentucky,KY
Madison,32.3589812,-91.1810636,811,Louisiana,LA
Madison,32.5563705,-90.318383,6518,Mississippi,MS
Madison,37.3889457,-90.1870249,891,Missouri,MO
Madison,45.4568567,-112.3263862,329,Montana,MT
Madison,41.7924335,-97.7859463,2926,Nebraska,NE
Madison,42.7123098,-75.8651937,6614,New York,NY
Madison,35.8003602,-82.8811452,1520,North Carolina,NC
Madison,39.7439885,-83.5566918,3471,Ohio,OH
Madison,35.4567276,-89.0448454,7854,Tennessee,TN
Madison,30.8793797,-96.1389585,880,Texas,TX
Madison,38.3346049,-78.3803613,645,Virginia,VA
Magoffin,37.7062224,-83.0952896,925,Kentucky,KY
Mahaska,41.3418358,-92.8046564,1448,Iowa,IA
Mahnomen,47.1673253,-95.7456543,384,Minnesota,MN
Mahoning,40.9200028,-81.0252676,16105,Ohio,OH
Major,36.2378727,-98.8954891,450,Oklahoma,OK
Malheur,42.7490758,-117.5114594,2275,Oregon,OR
Manassas (city),38.7936407,-77.5310242,5452,Virginia,VA
Manassas Park (city),38.6645714,-77.4293257,4314,Virginia,VA
Manatee,27.4911778,-82.7050182,18554,Florida,FL
Manistee,44.2148336,-86.2902966,1409,Michigan,MI
Manitowoc,43.9568732,-87.9723293,5452,Wisconsin,WI
Marathon,44.7506108,-90.3319887,8759,Wisconsin,WI
Marengo,32.1161327,-87.9129735,1369,Alabama,AL
Maricopa,33.4303391,-113.0460899,260699,Arizona,AZ
Maries,38.2041517,-91.9264338,393,Missouri,MO
Marin,38.2524198,-122.9627168,12747,California,CA
Marinette,45.5791475,-88.4016149,2781,Wisconsin,WI
Marion,33.9776081,-87.9037219,1753,Alabama,AL
Marion,36.2878941,-92.8443046,861,Arkansas,AR
Marion,29.088393,-82.3815363,18657,Florida,FL
Marion,32.2854664,-84.4935963,435,Georgia,GA
Marion,38.5128629,-89.1418366,3220,Illinois,IL
Marion,39.6362993,-86.3025526,64314,Indiana,IN
Marion,41.2355974,-93.2450915,2712,Iowa,IA
Marion,38.2468147,-97.3463387,945,Kansas,KS
Marion,37.5423317,-85.4662668,1299,Kentucky,KY
Marion,31.2465494,-90.0142583,1841,Mississippi,MS
Marion,39.7905357,-91.5688549,1943,Missouri,MO
Marion,40.5909032,-83.3715445,4401,Ohio,OH
Marion,44.7493954,-123.0275932,21828,Oregon,OR
Marion,33.8838453,-79.349409,2265,South Carolina,SC
Marion,35.0709369,-85.7546051,1632,Tennessee,TN
Marion,32.7949731,-94.3103064,451,Texas,TX
Marion,39.528793,-80.3800876,4023,West Virginia,WV
Mariposa,37.3655296,-120.1601635,936,California,CA
Marlboro,34.7441616,-79.8307393,1864,South Carolina,SC
Marquette,46.4816142,-88.2433433,5140,Michigan,MI
Marquette,43.6662018,-89.5951583,937,Wisconsin,WI
Marshall,34.4356795,-86.5113741,7647,Alabama,AL
Marshall,41.0767665,-89.6349938,971,Illinois,IL
Marshall,41.2194197,-86.4269772,3430,Indiana,IN
Marshall,41.8930962,-93.1819818,2889,Iowa,IA
Marshall,39.6708543,-96.7627236,586,Kansas,KS
Marshall,37.0064721,-88.3919601,1927,Kentucky,KY
Marshall,48.2153862,-97.0018202,600,Minnesota,MN
Marshall,34.8562332,-89.6760197,2986,Mississippi,MS
Marshall,33.9447016,-96.8967444,989,Oklahoma,OK
Marshall,45.6102399,-97.7835313,283,South Dakota,SD
Marshall,35.3172993,-86.8357865,2079,Tennessee,TN
Marshall,39.7542999,-80.7825724,1827,West Virginia,WV
Martin,27.094656,-80.498888,7568,Florida,FL
Martin,38.6607808,-86.9040687,914,Indiana,IN
Martin,37.7154799,-82.4558362,799,Kentucky,KY
Martin,43.547469,-94.7647012,1310,Minnesota,MN
Martin,35.802069,-77.2605648,1658,North Carolina,NC
Martin,32.3216732,-102.0422984,376,Texas,TX
Martinsville (city),36.7211703,-79.846927,1928,Virginia,VA
Mason,40.1568224,-90.1698898,1126,Illinois,IL
Mason,38.7239338,-83.8913179,1083,Kentucky,KY
Mason,43.9858019,-86.4064809,1834,Michigan,MI
Mason,30.6914844,-99.2733121,231,Texas,TX
Mason,47.309541,-123.422799,3612,Washington,WA
Mason,38.5611483,-82.182864,1595,West Virginia,WV
Massac,37.209471,-88.8495189,956,Illinois,IL
Matagorda,28.7634609,-96.2304003,2745,Texas,TX
Mathews,37.4360671,-76.4329581,506,Virginia,VA
Maury,35.5930012,-87.3419712,6202,Tennessee,TN
Maverick,28.4786144,-100.2784107,5143,Texas,TX
Mayes,36.1407408,-95.3369357,3051,Oklahoma,OK
McClain,35.1113649,-97.6792146,2717,Oklahoma,OK
McCone,47.2921836,-106.0228425,91,Montana,MT
McCook,43.7533476,-97.5991262,344,South Dakota,SD
McCormick,34.0072025,-82.5213018,537,South Carolina,SC
McCracken,37.1126488,-88.877823,4001,Kentucky,KY
McCreary,36.6812484,-84.6273436,1315,Kentucky,KY
McCulloch,31.1769505,-99.6164125,518,Texas,TX
McCurtain,34.0469488,-95.0955627,2457,Oklahoma,OK
McDonald,36.5593672,-94.5833401,1602,Missouri,MO
McDonough,40.4089239,-90.9120635,3354,Illinois,IL
McDowell,35.6267904,-82.231583,2714,North Carolina,NC
McDowell,37.4691774,-81.9645692,1344,West Virginia,WV
McDuffie,33.5129533,-82.5148545,1546,Georgia,GA
McHenry,42.2378023,-88.6255011,24314,Illinois,IL
McHenry,48.0295706,-100.9477142,364,North Dakota,ND
McIntosh,31.3968163,-81.393957,1002,Georgia,GA
McIntosh,46.0351779,-99.7744324,148,North Dakota,ND
McIntosh,35.2493201,-95.888346,1178,Oklahoma,OK
McKean,41.7052095,-78.9284826,3049,Pennsylvania,PA
McKenzie,47.7699913,-103.9008374,323,North Dakota,ND
McKinley,35.0052781,-108.7817284,6873,New Mexico,NM
McLean,40.3337548,-89.1819443,14969,Illinois,IL
McLean,37.5805301,-87.2973114,653,Kentucky,KY
McLean,47.7100589,-101.8612011,551,North Dakota,ND
McLennan,31.2850862,-97.3900611,20838,Texas,TX
McLeod,44.7391115,-94.4892035,2481,Minnesota,MN
McMinn,35.3019116,-84.7414872,3415,Tennessee,TN
McMullen,28.3103465,-98.5731857,34,Texas,TX
McNairy,35.0530475,-88.623242,2020,Tennessee,TN
McPherson,38.2362662,-97.8187121,2031,Kansas,KS
McPherson,41.5962316,-101.0060309,24,Nebraska,NE
McPherson,45.7961376,-99.6040778,139,South Dakota,SD
Meade,37.1765174,-100.3172704,365,Kansas,KS
Meade,38.0019812,-86.386237,1403,Kentucky,KY
Meade,44.1707319,-103.3681941,1578,South Dakota,SD
Meagher,46.6876714,-111.0546608,141,Montana,MT
Mecklenburg,35.0873607,-80.8961403,63563,North Carolina,NC
Mecklenburg,36.5790539,-78.6731211,1900,Virginia,VA
Mecosta,43.7716555,-85.6022638,4236,Michigan,MI
Medina,41.0311081,-82.1167036,13231,Ohio,OH
Medina,29.2852848,-99.3291819,3107,Texas,TX
Meeker,44.9512355,-94.6851794,1457,Minnesota,MN
Meigs,39.0168454,-82.1217015,1388,Ohio,OH
Meigs,35.3088425,-84.9315118,965,Tennessee,TN
Mellette,43.4392268,-101.1909329,171,South Dakota,SD
Menard,39.9459727,-89.9230958,900,Illinois,IL
Menard,30.8843655,-99.8539896,106,Texas,TX
Mendocino,39.258198,-123.7615596,5608,California,CA
Menifee,37.9871183,-83.7438794,497,Kentucky,KY
Menominee,45.2190251,-87.5784505,1412,Michigan,MI
Menominee,44.9976413,-88.8537577,404,Wisconsin,WI
Merced,37.166199,-121.0244322,24377,California,CA
Mercer,41.2536079,-91.004598,1028,Illinois,IL
Mercer,37.787723,-84.8880564,1478,Kentucky,KY
Mercer,40.3743086,-93.5869015,216,Missouri,MO
Mercer,40.3157295,-74.8572786,28207,New Jersey,NJ
Mercer,47.3626246,-102.0578292,514,North Dakota,ND
Mercer,40.3529369,-84.6426731,3025,Ohio,OH
Mercer,41.1970904,-80.4958439,8577,Pennsylvania,PA
Mercer,37.3020414,-81.3097004,3952,West Virginia,WV
Meriwether,32.9007077,-84.7290628,1340,Georgia,GA
Merrick,41.0426591,-98.1814539,537,Nebraska,NE
Merrimack,43.1694073,-71.831201,10046,New Hampshire,NH
Mesa,38.6182178,-108.9133333,10265,Colorado,CO
Metcalfe,37.0419781,-85.7261986,718,Kentucky,KY
Miami,40.6208593,-86.1071532,2421,Indiana,IN
Miami,38.4807137,-94.9889359,1967,Kansas,KS
Miami,39.9637124,-84.4148207,7148,Ohio,OH
Miami-Dade,25.2743324,-80.6325525,168513,Florida,FL
Middlesex,41.3744187,-72.5783279,10654,Connecticut,CT
Middlesex,42.6762927,-71.8325227,99937,Massachusetts,MA
Middlesex,40.3322904,-74.5810763,57241,New Jersey,NJ
Middlesex,37.5756714,-76.6092825,704,Virginia,VA
Midland,43.7367787,-84.5567067,6048,Michigan,MI
Midland,31.9794274,-102.1323658,10227,Texas,TX
Mifflin,40.3938658,-77.8352848,2665,Pennsylvania,PA
Milam,30.6272323,-97.1702503,1890,Texas,TX
Millard,39.2951728,-113.9065913,1058,Utah,UT
Mille Lacs,45.5786385,-93.5920617,2431,Minnesota,MN
Miller,33.1148433,-93.9578446,2804,Arkansas,AR
Miller,31.1521038,-84.6777057,382,Georgia,GA
Miller,38.1509695,-92.5784094,1365,Missouri,MO
Mills,41.0078903,-95.8061898,1049,Iowa,IA
Mills,31.5539752,-98.7311067,326,Texas,TX
Milwaukee,42.9412314,-88.0494996,69918,Wisconsin,WI
Miner,44.0119122,-97.7957521,137,South Dakota,SD
Mineral,37.5356759,-107.06062,33,Colorado,CO
Mineral,47.4245283,-115.3436432,287,Montana,MT
Mineral,38.480395,-118.6375074,288,Nevada,NV
Mineral,39.3341554,-79.1825083,2221,West Virginia,WV
Mingo,37.7361604,-82.2739324,1692,West Virginia,WV
Minidoka,42.5646803,-113.8246503,1676,Idaho,ID
Minnehaha,43.6271751,-97.0804589,12575,South Dakota,SD
Missaukee,44.2125007,-85.1691643,933,Michigan,MI
Mississippi,35.5877917,-90.210309,3424,Arkansas,AR
Mississippi,36.8950073,-89.4603776,894,Missouri,MO
Missoula,46.7020886,-114.4605957,7664,Montana,MT
Mitchell,31.1948844,-84.310924,1587,Georgia,GA
Mitchell,43.4067463,-92.9353164,674,Iowa,IA
Mitchell,39.2833995,-98.5019099,453,Kansas,KS
Mitchell,35.9044311,-82.068534,878,North Carolina,NC
Mitchell,32.3973719,-101.0878163,587,Texas,TX
Mobile,30.2355001,-88.2362195,30812,Alabama,AL
Modoc,41.2389564,-121.0392504,526,California,CA
Moffat,40.2787523,-108.7616906,911,Colorado,CO
Mohave,34.480257,-114.3485041,9998,Arizona,AZ
Moniteau,38.5596768,-92.8181057,977,Missouri,MO
Monmouth,40.163841,-74.5660564,45058,New Jersey,NJ
Mono,37.5487993,-118.8398175,749,California,CA
Monona,41.9152115,-96.0677104,576,Iowa,IA
Monongalia,39.6690818,-80.3123058,9519,West Virginia,WV
Monroe,31.3250054,-87.5991274,1709,Alabama,AL
Monroe,34.6177705,-91.3506109,601,Arkansas,AR
Monroe,24.5609082,-81.8894776,3259,Florida,FL
Monroe,32.8422515,-84.115961,1503,Georgia,GA
Monroe,38.1956926,-90.1987755,2108,Illinois,IL
Monroe,39.2998028,-86.6499955,14754,Indiana,IN
Monroe,40.9830431,-93.045561,509,Iowa,IA
Monroe,36.6565412,-85.8288934,782,Kentucky,KY
Monroe,41.7573232,-83.7194287,11639,Michigan,MI
Monroe,33.7567175,-88.7410855,2824,Mississippi,MS
Monroe,39.4599089,-92.2187127,634,Missouri,MO
Monroe,42.9838307,-77.6785347,57765,New York,NY
Monroe,39.6411437,-81.1956516,889,Ohio,OH
Monroe,41.0693394,-75.5494687,13223,Pennsylvania,PA
Monroe,35.5983299,-84.4564841,2844,Tennessee,TN
Monroe,37.4364135,-80.7584919,755,West Virginia,WV
Monroe,43.7572886,-90.7741,3053,Wisconsin,WI
Montague,33.5205718,-97.9561204,1248,Texas,TX
Montcalm,43.331359,-85.4964557,5019,Michigan,MI
Monterey,36.5531746,-121.9239601,31562,California,CA
Montezuma,37.1461387,-108.6129655,1594,Colorado,CO
Montgomery,31.97394,-86.1616764,16935,Alabama,AL
Montgomery,34.3949595,-93.7513836,465,Arkansas,AR
Montgomery,32.163934,-82.5885146,755,Georgia,GA
Montgomery,39.1794565,-89.6719703,1899,Illinois,IL
Montgomery,39.8903447,-87.0490403,2916,Indiana,IN
Montgomery,41.016459,-95.2309007,723,Iowa,IA
Montgomery,37.154402,-95.951547,2739,Kansas,KS
Montgomery,38.0643742,-83.9480435,1655,Kentucky,KY
Montgomery,39.116506,-77.407115,60402,Maryland,MD
Montgomery,33.4573988,-89.7324528,934,Mississippi,MS
Montgomery,38.7530119,-91.5897849,889,Missouri,MO
Montgomery,42.854101,-74.5908388,4050,New York,NY
Montgomery,35.225229,-79.9801863,1722,North Carolina,NC
Montgomery,39.6926087,-84.4302036,38808,Ohio,OH
Montgomery,40.1405684,-75.4979171,50831,Pennsylvania,PA
Montgomery,36.4109657,-87.5096656,11755,Tennessee,TN
Montgomery,30.1562571,-95.74926,29361,Texas,TX
Montgomery,37.0185816,-80.4335808,11019,Virginia,VA
Montmorency,44.8221893,-84.2825681,535,Michigan,MI
Montour,40.9901422,-76.6442054,1118,Pennsylvania,PA
