COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION,ID2
Cass,41.7960336,-86.03053990000001,2970,Michigan,MI,26027
Cass,46.3575259,-94.4933019,1455,Minnesota,MN,27021
Cass,38.4906578,-94.37265500000001,6696,Missouri,MO,29037
Cass,40.8045714,-96.42583520000001,1778,Nebraska,NE,31025
Cass,46.918749700000006,-97.53988690000001,10868,North Dakota,ND,38017
Cass,32.8675547,-94.5494879,2050,Texas,TX,48315
Cassia,42.284852,-113.8244037,1885,Idaho,ID,16031
Castro,34.4080485,-102.4195425,561,Texas,TX,48069
Caswell,36.479650799999995,-79.4725635,1058,North Carolina,NC,37033
Catahoula,31.5208091,-91.8991708,751,Louisiana,LA,22025
Catawba,35.6376189,-81.23584340000001,10984,North Carolina,NC,37035
Catoosa,34.9505837,-85.24323890000001,3387,Georgia,GA,13047
Catron,33.2983496,-108.80328290000001,162,New Mexico,NM,35003
Cattaraugus,42.1574696,-78.9526182,6048,New York,NY,36009
Cavalier,48.7105738,-98.8727806,213,North Dakota,ND,38019
Cayuga,42.6736171,-76.6271522,5364,New York,NY,36011
Cecil,39.551970700000005,-76.0631472,7318,Maryland,MD,24015
Cedar,41.6914005,-91.3184325,1122,Iowa,IA,19031
Cedar,37.619030200000005,-94.01516720000001,867,Missouri,MO,29039
Cedar,42.3956242,-97.3599907,631,Nebraska,NE,31027
Centre,40.8118388,-78.2435974,16171,Pennsylvania,PA,42027
Cerro Gordo,42.916337,-93.4936083,3007,Iowa,IA,19033
Chaffee,38.6763211,-106.2629337,896,Colorado,CO,08015
Chambers,32.7571807,-85.2924943,2480,Alabama,AL,01017
Chambers,29.7895234,-94.8591253,2531,Texas,TX,48071
Champaign,39.9608195,-88.4347235,20526,Illinois,IL,17019
Champaign,40.057168700000005,-84.0276002,2910,Ohio,OH,39021
Chariton,39.5077506,-93.2202758,414,Missouri,MO,29041
Charles,38.4285071,-77.20532490000001,11171,Maryland,MD,24017
Charles City,37.3459584,-77.0553137,280,Virginia,VA,51036
Charles Mix,43.4207511,-98.9530123,706,South Dakota,SD,46023
Charleston,32.7003689,-80.28705649999999,22047,South Carolina,SC,45019
Charlevoix,45.6742523,-85.54270799999999,1658,Michigan,MI,26029
Charlotte,26.8475238,-82.281369,6640,Florida,FL,12015
Charlotte,37.1051917,-78.7947489,1005,Virginia,VA,51037
Charlottesville (city),38.006971899999996,-78.59506040000001,7070,Virginia,VA,51003
Charlton,30.4223907,-82.1703728,841,Georgia,GA,13049
Chase,38.222479,-96.740487,151,Kansas,KS,20017
Chase,40.4832568,-101.9075097,232,Nebraska,NE,31029
Chatham,32.1216586,-81.3417395,19373,Georgia,GA,13051
Chatham,35.563230499999996,-79.5429277,2664,North Carolina,NC,37037
Chattahoochee,32.2630561,-84.7395088,250,Georgia,GA,13053
Chattooga,34.587768,-85.4773637,1705,Georgia,GA,13055
Chautauqua,37.1107474,-96.4863304,224,Kansas,KS,20019
Chautauqua,42.14084520000001,-79.7461083,10738,New York,NY,36013
Chaves,32.934663,-104.62636090000001,5542,New Mexico,NM,35015
Cheatham,36.0948723,-87.1152657,2704,Tennessee,TN,47021
Cheboygan,45.517285799999996,-84.7481356,1521,Michigan,MI,26047
Chelan,47.419698700000005,-120.6431578,5198,Washington,WA,53007
Chemung,42.1556361,-76.9592996,5883,New York,NY,36015
Chenango,42.4069898,-75.8421615,3665,New York,NY,36017
Cherokee,34.172914399999996,-85.7662996,1357,Alabama,AL,01019
Cherokee,34.1242244,-84.570679,12944,Georgia,GA,13057
Cherokee,42.580726399999996,-95.71847120000001,719,Iowa,IA,19035
Cherokee,37.285016600000006,-94.9263189,1378,Kansas,KS,20021
Cherokee,35.100136299999996,-84.138594,1565,North Carolina,NC,37039
Cherokee,35.7352565,-94.96413869999999,3822,Oklahoma,OK,40021
Cherokee,35.11191029999999,-81.7131624,3639,South Carolina,SC,45021
Cherokee,31.7754163,-95.19657159999998,3395,Texas,TX,48073
Cherry,42.7892481,-101.6748345,334,Nebraska,NE,31031
Chesapeake (city),36.696963200000006,-76.379928,17022,Virginia,VA,51550
Cheshire,42.8092977,-72.50482209999998,6544,New Hampshire,NH,33005
Chester,39.7507432,-76.0703829,35764,Pennsylvania,PA,42029
Chester,34.5233815,-81.1145128,2367,South Carolina,SC,45039
Chester,35.401322,-88.6832496,1407,Tennessee,TN,47023
Chesterfield,34.460212299999995,-80.2471946,3291,South Carolina,SC,45025
Chesterfield,37.4220804,-77.78137029999999,22564,Virginia,VA,51041
Cheyenne,38.833240999999994,-102.8276936,127,Colorado,CO,08017
Cheyenne,39.797204,-101.83673490000001,161,Kansas,KS,20023
Cheyenne,41.3107811,-103.3319023,604,Nebraska,NE,31033
Chickasaw,42.962781299999996,-92.5425128,833,Iowa,IA,19037
Chickasaw,33.7801409,-89.0404745,1393,Mississippi,MS,28017
Chicot,33.1012182,-91.27807920000001,751,Arkansas,AR,05017
Childress,34.437766100000005,-100.2809616,438,Texas,TX,48075
Chilton,32.733603,-86.89362740000001,2672,Alabama,AL,01021
Chippewa,45.97848270000001,-84.02078370000001,2537,Michigan,MI,26033
Chippewa,45.035813399999995,-95.826677,761,Minnesota,MN,27023
Chippewa,44.94562620000001,-91.39295440000001,3815,Wisconsin,WI,55017
Chisago,45.3341255,-93.09981590000001,4347,Minnesota,MN,27003
Chittenden,44.309954499999996,-73.2209778,13259,Vermont,VT,50007
Choctaw,31.8705381,-88.3911316,893,Alabama,AL,01023
Choctaw,33.2965464,-89.451227,463,Mississippi,MS,28019
Choctaw,34.018743799999996,-95.85876429999999,930,Oklahoma,OK,40023
Chouteau,47.716021399999995,-111.1585399,289,Montana,MT,30015
Chowan,36.1007859,-76.6108137,884,North Carolina,NC,37041
Christian,39.4314546,-89.445923,2345,Illinois,IL,17021
Christian,36.6610184,-87.6545109,5358,Kentucky,KY,21047
Christian,37.0307592,-93.5309417,5267,Missouri,MO,29043
Churchill,39.53771,-118.26416540000001,1698,Nevada,NV,32001
Cibola,34.766798200000004,-108.68491780000001,1813,New Mexico,NM,35006
Cimarron,36.554896899999996,-102.7959095,139,Oklahoma,OK,40025
Citrus,28.767011199999995,-82.6251915,9562,Florida,FL,12017
Clackamas,45.3061075,-122.77306570000002,22672,Oregon,OR,41005
Claiborne,32.9515395,-93.0628696,916,Louisiana,LA,22027
Claiborne,31.821262100000006,-90.7921586,675,Mississippi,MS,28021
Claiborne,36.554226899999996,-83.9605219,2420,Tennessee,TN,47025
Clallam,47.906402500000006,-124.6218128,4062,Washington,WA,53009
Clare,43.8583868,-85.0205253,2236,Michigan,MI,26035
Clarendon,33.5341983,-80.337458,2453,South Carolina,SC,45027
Clarion,40.9512939,-79.6355932,3537,Pennsylvania,PA,42005
Clark,34.2436539,-93.3909094,2682,Arkansas,AR,05019
Clark,44.30008660000001,-112.28054479999999,65,Idaho,ID,16033
Clark,39.2870326,-87.9985454,1138,Illinois,IL,17023
Clark,38.4643003,-85.8998496,7229,Indiana,IN,18019
Clark,37.057346,-100.04372790000001,155,Kansas,KS,20025
Clark,37.97013320000001,-84.144974,2256,Kentucky,KY,21049
Clark,40.3497649,-91.8935733,427,Missouri,MO,29045
Clark,35.766433500000005,-115.7353209,125349,Nevada,NV,06071
Clark,39.8755849,-84.02445829999999,9759,Ohio,OH,39023
Clark,44.628063899999994,-97.97442159999999,245,South Dakota,SD,46005
Clark,45.6789959,-122.7204992,30029,Washington,WA,53011
Clark,44.5532412,-90.8800558,2563,Wisconsin,WI,55019
Clarke,31.448949199999998,-87.6758433,2056,Alabama,AL,01025
Clarke,33.9375514,-83.42496379999999,12483,Georgia,GA,13059
Clarke,41.0337071,-93.9823039,568,Iowa,IA,19039
Clarke,31.8648143,-88.75401740000001,1176,Mississippi,MS,28023
Clarke,39.052544899999994,-78.1123204,947,Virginia,VA,51043
Clatsop,45.795655200000006,-123.9598205,2313,Oregon,OR,41007
Clay,33.222279,-85.872376,867,Alabama,AL,01027
Clay,36.2945775,-90.707988,1072,Arkansas,AR,05021
Clay,29.8136843,-81.95945429999999,14860,Florida,FL,12019
Clay,38.6188896,-88.6424631,894,Illinois,IL,17025
Clay,39.2738992,-87.1141032,2071,Indiana,IN,18021
Clay,42.942361600000005,-95.3695399,1017,Iowa,IA,19041
Clay,39.17075429999999,-97.3043959,519,Kansas,KS,20027
Clay,37.1249209,-83.7323921,1599,Kentucky,KY,21051
Clay,46.6663285,-96.75005340000001,5445,Minnesota,MN,27027
Clay,33.607091,-88.9638743,1453,Mississippi,MS,28025
Clay,39.1488109,-94.5752418,14871,Missouri,MO,29047
Clay,40.3407961,-98.13508940000001,524,Nebraska,NE,31129
Clay,35.022285,-83.9591712,567,North Carolina,NC,37043
Clay,42.843154999999996,-96.97517309999999,1645,South Dakota,SD,46027
Clay,36.5553371,-85.636403,311,Tennessee,TN,47027
Clay,33.7584898,-98.2022505,520,Texas,TX,48077
Clay,38.3116786,-81.21522979999999,687,West Virginia,WV,54015
Clayton,33.493293699999995,-84.3791603,20099,Georgia,GA,13063
Clayton,42.6998198,-91.5101504,1137,Iowa,IA,19043
Clear Creek,39.6706285,-105.8343433,285,Colorado,CO,08019
Clearfield,40.8163217,-78.792568,4890,Pennsylvania,PA,42033
Clearwater,46.5133765,-116.4694646,506,Idaho,ID,16069
Clearwater,47.7970052,-95.4950885,578,Minnesota,MN,27029
Cleburne,33.545031,-85.37804809999999,1045,Alabama,AL,01029
Cleburne,35.416052799999996,-92.18954000000001,1529,Arkansas,AR,05023
Clermont,38.8645336,-84.1872649,13964,Ohio,OH,39025
Cleveland,33.9326377,-92.3330394,530,Arkansas,AR,05025
Cleveland,35.230441299999995,-81.7477022,7714,North Carolina,NC,37045
Cleveland,35.3408054,-97.62749140000001,18843,Oklahoma,OK,40027
Clinch,30.950818199999997,-82.8767318,500,Georgia,GA,13065
Clinton,38.4866854,-89.6770685,2299,Illinois,IL,17027
Clinton,40.1900148,-86.6779809,2398,Indiana,IN,18023
Clinton,41.854006299999995,-90.85610890000001,3279,Iowa,IA,19045
Clinton,36.7396295,-85.1104382,694,Kentucky,KY,21053
Clinton,42.8352789,-84.76312779999999,4260,Michigan,MI,26037
Clinton,39.4706675,-94.5326444,1551,Missouri,MO,29049
Clinton,44.8066497,-73.9704214,6491,New York,NY,36019
Clinton,39.2921971,-83.9692913,3354,Ohio,OH,39027
Clinton,41.28491760000001,-77.9839272,3200,Pennsylvania,PA,42035
Cloud,39.371393499999996,-97.8241451,807,Kansas,KS,20029
Coahoma,34.1570438,-90.5977373,2281,Mississippi,MS,28027
Coal,34.4845364,-96.44587890000001,403,Oklahoma,OK,40029
Cobb,33.8745555,-84.6947128,49795,Georgia,GA,13067
Cochise,31.402633,-110.2117243,9335,Arizona,AZ,04003
Cochran,33.510507000000004,-102.6464225,272,Texas,TX,48079
Cocke,35.8148312,-83.2027023,2294,Tennessee,TN,47029
Coconino,34.7784471,-111.7850687,13846,Arizona,AZ,04025
Codington,44.912942799999996,-97.4423699,1902,South Dakota,SD,46029
Coffee,31.1916775,-86.1491625,3377,Alabama,AL,01061
Coffee,31.5456963,-83.0183564,3174,Georgia,GA,13069
Coffee,35.3436716,-86.2212953,3762,Tennessee,TN,47051
Coffey,38.064372,-95.8956022,580,Kansas,KS,20031
Coke,31.885049100000003,-100.6105667,180,Texas,TX,48081
Colbert,34.7395036,-88.0193814,3499,Alabama,AL,01033
Cole,38.484301,-92.4681445,5208,Missouri,MO,29051
Coleman,31.609899100000003,-99.6404903,524,Texas,TX,48083
Coles,39.4841407,-88.374771,5212,Illinois,IL,17029
Colfax,41.7059757,-97.2633344,797,Nebraska,NE,31141
Colfax,36.371359999999996,-105.248496,856,New Mexico,NM,35007
Colleton,32.9278723,-80.9385359,2672,South Carolina,SC,45029
Collier,26.137498,-81.79910509999999,17560,Florida,FL,12021
Collin,33.021268199999994,-96.7415579,47698,Texas,TX,48085
Collingsworth,34.9040395,-100.2082598,200,Texas,TX,48087
Colonial Heights (city),37.290583500000004,-77.4041118,1766,Virginia,VA,51041
Colorado,29.6575716,-96.7331772,1368,Texas,TX,48089
Colquitt,31.183017,-83.96575949999999,2490,Georgia,GA,13071
Columbia,33.1006726,-93.49995240000001,2226,Arkansas,AR,05073
Columbia,30.092008,-82.7309934,4518,Florida,FL,12023
Columbia,33.440352600000004,-82.29969809999999,6267,Georgia,GA,13073
Columbia,42.122234399999996,-73.85876879999999,4012,New York,NY,36021
Columbia,45.85908679999999,-123.23551850000001,3414,Oregon,OR,41009
Columbia,40.806775,-76.3784792,6762,Pennsylvania,PA,42037
Columbia,46.5485136,-118.09476540000001,224,Washington,WA,53013
Columbia,43.6714224,-89.7481343,3999,Wisconsin,WI,55001
Columbiana,40.7633695,-81.0037374,7256,Ohio,OH,39029
Columbus,34.2868155,-79.0013821,3858,North Carolina,NC,37047
Colusa,39.302035100000005,-122.51115990000001,1781,California,CA,06011
Comal,29.7694663,-98.45322490000001,8314,Texas,TX,48091
Comanche,37.1648196,-99.48711429999999,98,Kansas,KS,20033
Comanche,34.3983787,-98.6334212,9625,Oklahoma,OK,40033
Comanche,31.9765227,-98.7938566,837,Texas,TX,48093
Concho,31.2227918,-99.896165,159,Texas,TX,48095
Concordia,31.404457300000004,-91.75005329999999,1384,Louisiana,LA,22029
Conecuh,31.307228499999997,-87.2021248,978,Alabama,AL,01035
Conejos,37.1033607,-106.0290467,637,Colorado,CO,08021
Contra Costa,37.9528435,-122.38197350000002,72653,California,CA,06013
Converse,42.814343900000004,-105.8845804,939,Wyoming,WY,56009
Conway,35.4379984,-92.8345104,1427,Arkansas,AR,05029
Cook,31.0431825,-83.3926152,1208,Georgia,GA,13075
Cook,41.601859499999996,-87.8873229,352815,Illinois,IL,17031
Cook,47.581630700000005,-90.92216379999999,259,Minnesota,MN,27031
Cooke,33.479016200000004,-97.3518453,2740,Texas,TX,48097
Cooper,38.7172694,-92.9711068,1145,Missouri,MO,29053
Coos,44.378898,-71.62869930000001,1997,New Hampshire,NH,33007
Coos,42.961295,-124.2034808,3804,Oregon,OR,41011
Coosa,32.8792465,-86.2867946,760,Alabama,AL,01037
Copiah,31.844615100000002,-90.4773059,2647,Mississippi,MS,28029
Corson,45.7520326,-101.8964115,355,South Dakota,SD,46031
Cortland,42.4268782,-76.221343,4769,New York,NY,36023
Coryell,31.219045299999998,-97.96822370000001,3860,Texas,TX,48099
Coshocton,40.349010899999996,-82.1756105,2273,Ohio,OH,39031
Costilla,37.1107681,-105.40211969999999,236,Colorado,CO,08023
Cottle,33.994322100000005,-100.287247,95,Texas,TX,48101
Cotton,34.1946374,-98.5369223,451,Oklahoma,OK,40033
Cottonwood,44.029019500000004,-95.4311323,782,Minnesota,MN,27033
Covington,31.047796,-86.6741873,1840,Alabama,AL,01039
Covington,31.751549199999996,-89.6707769,1624,Mississippi,MS,28031
Covington (city),37.7635232,-80.0848762,901,Virginia,VA,51005
Coweta,33.2254989,-84.82354670000001,8983,Georgia,GA,13077
Cowley,37.0651731,-96.995733,2823,Kansas,KS,20035
Cowlitz,46.0372513,-122.73338429999998,7334,Washington,WA,53015
Craig,36.5169711,-95.22863029999999,1110,Oklahoma,OK,40035
Craig,37.4736031,-80.2310507,276,Virginia,VA,51045
Craighead,35.78532070000001,-90.97195119999999,7650,Arkansas,AR,05031
Crane,31.422796500000004,-102.48777390000001,375,Texas,TX,48103
Craven,35.081631,-77.12689250000001,6726,North Carolina,NC,37049
Crawford,35.61417470000001,-94.4377812,4477,Arkansas,AR,05033
Crawford,32.6948139,-84.07566130000001,387,Georgia,GA,13079
Crawford,39.006222799999996,-87.91435190000001,1338,Illinois,IL,17033
Crawford,38.3242272,-86.62200959999998,757,Indiana,IN,18025
Crawford,41.909085499999996,-95.50109909999999,1325,Iowa,IA,19047
Crawford,37.3620549,-95.0110491,3250,Kansas,KS,20037
Crawford,44.8064656,-84.69663919999999,766,Michigan,MI,26039
Crawford,37.852033,-91.4946743,1476,Missouri,MO,29055
Crawford,40.817184000000005,-82.9740364,2987,Ohio,OH,39033
Crawford,41.505249299999996,-80.3807615,6610,Pennsylvania,PA,42039
Crawford,43.0490764,-91.05733409999999,1007,Wisconsin,WI,55023
Creek,35.750949799999994,-96.5591725,5052,Oklahoma,OK,40037
Crenshaw,31.495470299999997,-86.392802,1020,Alabama,AL,01041
Crisp,31.935,-83.77494540000001,1694,Georgia,GA,13081
Crittenden,35.101949499999996,-90.3088372,4010,Arkansas,AR,05035
Crittenden,37.3571384,-88.0895147,504,Kentucky,KY,21055
Crockett,35.8296292,-89.23307,1028,Tennessee,TN,47033
Crockett,30.5343137,-101.3064066,254,Texas,TX,48105
Crook,44.2405115,-121.01812859999998,1216,Oregon,OR,41013
Crook,44.4818381,-104.9164165,446,Wyoming,WY,56011
Crosby,33.658670799999996,-101.5310365,474,Texas,TX,48107
Cross,35.377743,-91.0144183,1314,Arkansas,AR,05037
Crow Wing,46.5737208,-94.3827183,4144,Minnesota,MN,27021
Crowley,38.1948859,-103.8613446,241,Colorado,CO,08025
Culberson,31.09348,-104.6245142,183,Texas,TX,48109
Cullman,34.0541554,-87.0737006,5355,Alabama,AL,01043
Culpeper,38.47686470000001,-78.1742575,3128,Virginia,VA,51113
Cumberland,39.3147461,-88.44827509999999,640,Illinois,IL,17035
Cumberland,36.8478225,-85.5573821,467,Kentucky,KY,21057
Cumberland,43.7733201,-70.6165142,18586,Maine,ME,23005
Cumberland,39.223596,-75.143169,11031,New Jersey,NJ,34011
Cumberland,34.914973700000004,-78.92702,24178,North Carolina,NC,37051
Cumberland,40.046821,-77.49306379999999,16733,Pennsylvania,PA,42041
Cumberland,35.9817951,-85.19832840000001,2814,Tennessee,TN,47035
Cumberland,37.5013535,-78.2518255,470,Virginia,VA,51049
Cuming,41.9270412,-96.82266390000001,554,Nebraska,NE,31039
Currituck,36.371209,-76.0555145,1634,North Carolina,NC,37053
Curry,34.5433767,-103.6518185,3513,New Mexico,NM,35009
Curry,42.506102899999995,-124.33729950000001,1110,Oregon,OR,41015
Custer,38.110642799999994,-105.42752150000001,210,Colorado,CO,08027
Custer,43.943580299999994,-113.8812118,218,Idaho,ID,16037
Custer,45.752308,-105.75008729999999,882,Montana,MT,30075
Custer,41.3970115,-100.21811159999999,675,Nebraska,NE,31041
Custer,35.489614200000005,-98.9634955,2341,Oklahoma,OK,40039
Custer,43.592114200000005,-103.56814659999999,500,South Dakota,SD,46033
Cuyahoga,41.3736541,-81.9232544,89182,Ohio,OH,39035
Dade,34.7965516,-85.4809356,1118,Georgia,GA,13083
Dade,37.411877600000004,-93.9617147,519,Missouri,MO,29057
Daggett,40.9207754,-109.8310949,48,Utah,UT,49009
Dakota,44.5507581,-93.0249545,27493,Minnesota,MN,27037
Dakota,42.2851287,-96.7251386,1681,Nebraska,NE,31043
Dale,31.257605100000003,-85.7358074,3277,Alabama,AL,01045
Dallam,36.2878,-102.9138828,708,Texas,TX,48111
Dallas,32.2589445,-87.35753129999999,3567,Alabama,AL,01047
Dallas,33.916457,-92.8053397,574,Arkansas,AR,05039
Dallas,41.4455375,-94.2326322,3114,Iowa,IA,19121
Dallas,37.6330245,-93.10360370000001,1017,Missouri,MO,29059
Dallas,32.5912096,-97.0394286,181917,Texas,TX,48439
Dane,42.9614077,-89.73395550000001,32754,Wisconsin,WI,55025
Daniels,48.7010908,-105.89870459999999,89,Montana,MT,30019
Danville (city),36.5888216,-79.51510040000001,3929,Virginia,VA,51143
Dare,35.2244321,-75.6789026,1781,North Carolina,NC,37055
Darke,39.9845688,-84.79222740000002,3213,Ohio,OH,39037
Darlington,34.180118900000004,-80.0946444,4936,South Carolina,SC,45031
Dauphin,40.2259836,-76.82799440000001,17976,Pennsylvania,PA,42043
Davidson,35.6006596,-80.0902264,9072,North Carolina,NC,37057
Davidson,36.051293900000005,-86.96879809999999,40654,Tennessee,TN,47037
Davie,35.8100495,-80.5557439,2706,North Carolina,NC,37059
Daviess,38.6620604,-87.1736467,2052,Indiana,IN,18027
Daviess,37.735778100000005,-87.2493967,6476,Kentucky,KY,21059
Daviess,39.872556200000005,-94.1501277,633,Missouri,MO,29061
Davis,40.8270925,-92.5487481,623,Iowa,IA,19051
Davis,40.8388662,-111.91728400000001,23597,Utah,UT,49011
Davison,43.68048710000001,-98.25552040000001,1507,South Dakota,SD,46035
Dawes,42.604342700000004,-103.4129357,1026,Nebraska,NE,31045
Dawson,34.4311001,-84.1443287,1617,Georgia,GA,13085
Dawson,47.27055,-105.1958514,610,Montana,MT,30021
Dawson,40.70896870000001,-100.2529686,1831,Nebraska,NE,31111
Dawson,32.489817699999996,-101.754488,905,Texas,TX,48317
Day,45.2906414,-97.7961477,320,South Dakota,SD,46037
De Soto,32.009206199999994,-93.96655240000001,1887,Louisiana,LA,22031
De Witt,40.0928486,-89.11622159999999,1088,Illinois,IL,17039
DeBaca,34.30872670000001,-104.41134890000001,106,New Mexico,NM,35011
DeKalb,34.303881,-86.0364407,4760,Alabama,AL,01049
DeKalb,33.7935967,-84.3261275,42185,Georgia,GA,13089
DeKalb,41.92579979999999,-88.8919973,10203,Illinois,IL,17037
DeKalb,41.3189083,-85.148865,3240,Indiana,IN,18033
DeKalb,39.7312153,-94.5147132,557,Missouri,MO,29049
DeKalb,36.0738302,-86.0015653,1180,Tennessee,TN,47041
DeSoto,27.0675966,-82.01309609999998,2462,Florida,FL,12027
DeSoto,34.911876,-90.1913561,11792,Mississippi,MS,28033
DeWitt,28.914137899999997,-97.6326229,998,Texas,TX,48123
Deaf Smith,34.914806,-102.554528,1604,Texas,TX,48117
Dearborn,38.996765100000005,-85.0866231,3454,Indiana,IN,18029
Decatur,30.788581300000004,-84.6340688,1808,Georgia,GA,13087
Decatur,39.1736895,-85.5887469,1752,Indiana,IN,18031
Decatur,40.6455201,-93.9862735,779,Iowa,IA,19053
Decatur,39.8348583,-100.5625191,137,Kansas,KS,20039
Decatur,35.50561,-88.23090400000001,783,Tennessee,TN,47039
Deer Lodge,46.0949625,-113.1401534,623,Montana,MT,30023
Defiance,41.312805600000004,-84.7253089,2689,Ohio,OH,39039
Del Norte,41.5932043,-124.04599170000002,1867,California,CA,06015
Delaware,40.1186816,-85.5245944,11057,Indiana,IN,18035
Delaware,42.3494446,-91.5004964,1156,Iowa,IA,19055
Delaware,41.9936625,-75.2660056,3561,New York,NY,36025
Delaware,40.289505600000005,-83.2030524,11544,Ohio,OH,39041
Delaware,36.429300500000004,-94.93384809999999,2299,Oklahoma,OK,40041
Delaware,39.860800299999994,-75.5993807,47424,Pennsylvania,PA,42029
Delta,38.7520741,-108.13695870000001,1966,Colorado,CO,08029
Delta,45.7730881,-87.34358780000001,2404,Michigan,MI,26109
Delta,33.3162692,-95.78896759999999,341,Texas,TX,48119
Dent,37.646612,-91.7727231,977,Missouri,MO,29065
Denton,33.0093346,-97.2267197,44895,Texas,TX,48121
Denver,39.6476071,-105.0894821,33372,Colorado,CO,08059
Des Moines,40.8634826,-91.3356728,2509,Iowa,IA,19057
Deschutes,44.5006157,-121.8984991,9931,Oregon,OR,41043
Desha,33.9014763,-91.52037359999999,970,Arkansas,AR,05041
Deuel,41.113295,-102.4090264,95,Nebraska,NE,31049
Deuel,44.5506442,-96.53061340000001,310,South Dakota,SD,46039
Dewey,35.8709292,-99.36742209999998,327,Oklahoma,OK,40043
